,name,label
36743,cb le tan thanh,0
58524,co so thu muanguyen buu chuong,0
17023,pham hong anh,1
57410,co so vo anh thao,0
39637,thong,0
59822,quay thuoc bach hoa,0
31399,cty tnhh thuong mai hoa ngan,0
25377,le hoang hai son,1
47836,dtbthan,0
7941,phan xuan phuong,1
41188,dccdvvtld le phu quy,0
34668,cn cong ty cp vien thong  fpt,0
57714,thang,0
4724,duong chi tai,1
36502,cb bich nga,0
48603,pkbao toan,0
33009,cong ty tnhh mot thanh vien dau tu phat trien quoc te quan ngon ngon,0
14825,pham thi nhu quy,1
9190,vo duc sinh,1
34656,dtl xay dung - thuong mai a.ntt,0
44527,cbnguyen bao quynh,0
12716,phan khanh anh,1
24735,hoang hai au,1
3364,vu thi duyen,1
7118,vu minh do,1
48247,pkanh phuong,0
41799,thu,0
43601,cnhuynh bich thao,0
16604,tran hoang vinh thong,1
51840,dien thoai anh tuan,0
49631,ho kinh doanh nguyen an tuong,0
57295,co so an co,0
10205,nguyen huu thang,1
29321,cty tnhh dich vu quang cao mang lien ket,0
29628,chi nhanh cong ty tnhh xay dung dien thuong mai hoa dang,0
5162,luu nguyen quoc thu,1
9199,vo duc thuan,1
35307,ch binh duong,0
4565,bui anh quan,1
39783,dtb le an khe,0
39922,dtb vu anh viet,0
56489,tap hoa truong trinh bao tram,0
616,nguyen xuan thuong,1
19590,trinh duy thanh,1
57873,co so nguyen le truong tho,0
33868,cty tnhh mtv tu van dich vu thuong mai song linh,0
10202,nguyen huu thao,1
39262,dl vu ba phuoc,0
41928,cafeanh duy,0
30191,doanh nghiep tu nhan hue duyen,0
30405,chi nhanh cong ty tnhh sx tm xd hai duong,0
53786,hoi dong huong phuong chi,0
57243,thu,0
42243,cafebao phap,0
27934,cty tnhh thuong mai dich vu dai thang ca li,0
45138,dgddam bach van,0
25416,nguyen ngoc an,1
25816,chi nhanh cong ty co phan ky thuat xay dung & vlxd,0
39217,quang,0
36429,cb son,0
31046,cong ty tnhh huong truong,0
27824,dntn thuong mai c.o.v.a,0
40166,dtb bach hoa,0
4242,nguyen minh tho,1
49883,ho kinh doanh tran bao dinh,0
9446,le tan thinh,1
13283,nguyen ngoc son,1
14667,nguyen thanh an,1
55058,nha khoa nguyen duc thong,0
29551,doanh nghiep san xuat va thuong mai bach dang,0
29600,cong ty co phan tm va dv quoc hung,0
38773,dt thang,0
24445,bui quoc tuan,1
7604,ho nguyen xuan thang,1
40626,pk vu thi phuong,0
26913,cong ty tnhh thu y thuy san quang minh,0
29499,cty tnhh nguyen bao khanh,0
52959,phong kham nguyen le truong tho,0
50668,cua hang bich dao,0
57597,co so bich phuong,0
19982,le minh tam,1
17172,ho mang khuong,1
49527,dccdvvtldthuy,0
53942,hoi dong huong tran bich chieu,0
52667,sang,0
18831,nguyen the hai,1
31918,cong ty tnhh mtv thuong mai ha gia hung,0
19843,hoang phu binh,1
33142,cty tnhh xay dung thuong mai ve nu,0
59679,quay thuoc son,0
43110,chdao van thien,0
16421,le dinh tai,1
53278,son,0
47973,dtble binh quan,0
1597,phan duy quoc,1
41149,dccdvvtld an co,0
54100,hoi dong huong bao duy,0
461,nguyen echam thanh,1
2888,tran minh si,1
25728,cong ty tnhh thuong mai va dich vu phuc thanh,0
57443,co so binh yen,0
23438,nguyen phuc tan,1
27066,cty tnhh mtv thuong mai dich vu du lich nguyen huy hoang,0
14567,nguyen thanh quan,1
44269,cbtran van tai,0
25477,nguyen thi cam tien,1
32962,cty tnhh mot thanh vien nam nhi,0
22189,nguyen thu ha,1
9123,vo duc son,1
6734,nguyen anh thuan,1
31977,doanh nghiep tu nhan phuoc hien,0
20373,nguyen khoa man,1
30783,chi nhanh cong ty co phan xay lap & phat trien khoa hoc cong nghe thuan an tai tinh ha tay,0
37213,dgd luu bich nga,0
15778,nguyen phuong tai,1
57644,tai,0
42301,cafediep binh an,0
3775,phan duc quy,1
14506,nguyen ngoc lan thao,1
45974,dgdtran quang van thu,0
22107,ho trung truc,1
56101,tap hoa truong ba long,0
24861,ngo tien dat,1
27098,doanh nghiep tu nhan ho,0
32305,cty tnhh nong san kim ngoc,0
42394,cafecao ba thanh,0
49033,dccdvvtldbich chau,0
40594,pk anh thai,0
19209,le duy khanh,1
57776,co so thien,0
38905,dt nguyen van thinh,0
24412,pham trong hoang ha,1
24348,dinh minh duc,1
31801,chi nhanh cong ty cp vat tu - thiet bi the hung tai chu lai,0
57815,co so nguyen binh yen,0
12719,phan khanh anh,1
19631,tran xuan loc,1
9286,bui trung thanh,1
41340,dccdvvtld le ba cuong,0
36647,thanh,0
41220,dccdvvtld anh mai,0
35263,ch thang,0
59122,ho kinh nguyen bach hoa,0
57687,co so bao phap,0
11647,nguyen binh thanh,1
14275,pham tuan huy,1
52950,phong kham nguyen cao nghiep,0
53697,phong kham da khoa thu,0
484,nguyen echam thong,1
52383,phong kham nguyen an co,0
8077,bui minh phuong,1
38341,dt an co,0
45650,dgdle bao an,0
54597,nha khoa quan,0
15987,nguyen huy bao,1
10740,nguyen le truong thinh,1
48421,pkba truc,0
10135,cao ba an,1
11697,nguyen binh bao,1
43947,do,0
11367,tran quang van thang,1
19458,tran anh nguyen,1
58036,co so thu muale phu quy,0
42319,thanh,0
20974,phan phuoc nhan,1
34032,dn quan an tu quy,0
10081,cao ba thanh,1
7001,doan thanh anh,1
47182,dltran tat thang,0
52960,phong kham tho,0
20023,dang van dang,1
23431,nguyen van tan,1
14016,ho ngoc anh,1
39971,dtb nguyen ba thanh,0
14645,nguyen thanh thien,1
26792,cty tnhh thuong mai dich vu bao dien,0
36065,cn buu diep,0
50174,thien,0
21749,pham thai binh,1
58704,ho kinh quynh,0
54958,nha khoa nguyen binh dinh,0
16178,chau viet thanh,1
17365,pham truong quang huy,1
59332,ho kinh huynh bao van,0
49672,ho kinh doanh anh tho,0
47469,dtbnguyen an co,0
25400,sam minh cam,1
54520,nha khoa sang,0
6824,nguyen ngoc thang,1
22925,truong chau tuan,1
15933,nguyen huy thanh,1
1180,bui duy phuong,1
42722,chbich duyen,0
48530,pknguyen anh tan,0
25222,nguyen xuan anh,1
45480,dgdanh quan,0
35200,ch than,0
58875,ho kinh bich hien,0
4099,vu hong thanh,1
49395,thi,0
25113,nguyen kom lay,1
53440,phong kham da khoa bao huynh,0
40658,pk bich hao,0
49977,ho kinh doanh thang,0
7727,tran tat thang,1
38260,dgd thu,0
8542,dinh xuan thu,1
24691,pham le vinh phuong,1
28588,chi nhanh 2 cty tnhh viet tien b,0
29433,dntn binh minh (nqd),0
47791,dtbvu bao giang,0
23449,hoang van binh,1
24036,nguyen phuong nam,1
47743,dtbluu bich nga,0
45103,dgddang bach loan,0
51508,thanh,0
8724,nguyen tien quan,1
26477,cong ty tnhh dich vu nhan huu,0
4298,le ha xuan son,1
26809,dntn thuong mai tin hoc nguyen minh phuong,0
20132,ngo thanh tuan,1
28174,cong ty cong trinh giao thong daklak,0
38528,dt son,0
13369,nguyen ngoc anh,1
23838,luu trong phat,1
33322,cong ty trach nhiem huu han thiet bi an  toan va dien nuoc van loc,0
16799,ho thanh son,1
2194,vo thanh duyen,1
15813,nguyen phuong thong,1
47126,dlnguyen anh tan,0
58366,co so thu muathan,0
51926,dien thoai bui ba thuc,0
35401,ch nguyen bao quynh,0
51620,thuan,0
11551,nguyen ngoc hoai anh,1
4896,pham thanh thinh,1
52307,dien thoai khiem,0
59806,thang,0
33793,cty tnhh dien tu vien thong toan phat thinh,0
55712,quan ruou thi,0
4858,pham thanh tai,1
4609,bui anh thang,1
49299,dccdvvtldbach kim,0
23984,ho ngoc ly,1
39282,dl bich hop,0
54773,sang,0
42797,phuong,0
28192,cong ty tnhh mot thanh vien xay dung thuong mai va dich vu cat trung,0
45039,dgdvu bao lam,0
35280,ch bach mai,0
33228,chi nhanh cong ty tnhh tan thuan,0
26707,cty tnhh dieu tri nghien ma tuy hung loi,0
30608,dntn phuong hai,0
6080,vu thi hoai thinh,1
13582,nguyen hoa thao,1
48649,pkdam van thien,0
3173,le tan,1
41634,dccdvvtld nguyen binh hoa,0
59839,quay thuoc bui minh thao,0
55414,quan ruou bich hang,0
33146,cty tnhh vat lieu xay dung - trang tri noi that ngoc nga,0
38211,dgd thong,0
10380,dao van anh,1
17818,ngo ngoc tho,1
29449,doanh nghiep nam trung,0
25291,vu trung hieu,1
59589,son,0
23608,nguyen dang ke thien,1
11021,pham quang an,1
42643,quoc,0
27980,chi nhanh kinh doanh vat lieu xay dung,0
51011,sang,0
51179,si,0
27282,cong ty tnhh xay dung thuong mai va du lich hoang minh,0
36186,cn pham chan hung,0
902,ly quoc bao,1
53679,phong kham da khoa bao tram,0
12477,nguyen cao bao,1
28118,cong ty tnhh son nguyen dinh,0
45518,dgdtran bich chieu,0
20148,nguyen quang thai,1
14702,vu minh quoc,1
21805,do thanh duong,1
35407,ch nguyen cao nguyen,0
49981,ho kinh doanh ho bao son,0
813,ly quoc thai,1
10031,cao ba son,1
8899,dam van thang,1
53824,hoi dong huong le phu quy,0
21841,quach dai phan duy,1
24700,huynh nguyen ngoc quan,1
50796,cua hang nguyen bao ha,0
33821,phong kham da khoa trung khoa,0
14197,pham tuan son,1
52829,phong kham binh an,0
30731,cty tnhh thuong mai du lich lac hong,0
36657,cb nguyen bao thai,0
43563,cnbao dinh,0
42290,cafethao,0
34724,cong ty cp giong cay trong mien trung - chi nhanh daklak,0
22875,bui tien dat,1
52937,phong kham dao bao phuong,0
44341,thai,0
18373,tran thanh son,1
15993,pham hong samuel,1
16592,tran hoang vinh tho,1
42623,chanh dung,0
43946,cndo,0
59418,quay thuoc dinh an di,0
36470,cb le ha xuan thai,0
18336,nguyen phat tai,1
21001,do huu phat,1
51885,dien thoai phan bich hai,0
8489,dinh xuan son,1
14741,vu minh tan,1
45123,dgdlam binh dat,0
17967,van do phuoc dat,1
13571,nguyen hoa tan,1
24949,tran thi minh trang,1
30837,cty tnhh san xuat thuong mai ngoi sao may man,0
36842,cb thinh,0
53874,hoi dong huong quoc,0
19540,dang van bao,1
23228,le thuy linh,1
24770,nguyen hoang long,1
42677,chphuong,0
3164,le tai,1
56908,truong dai hoc bao duy,0
53504,phong kham da khoa bach hoa,0
5146,luu nguyen quoc thao,1
48661,pkvo binh minh,0
21984,nguyen huynh quang tuan,1
18213,truong viet hung,1
10427,nguyen van son,1
35389,ch thien,0
48838,pknguyen cao truong,0
17313,dang ngoc hanh,1
43607,cnhuynh bao huy,0
57033,thao,0
49337,dccdvvtldlam van thanh,0
25956,doanh nghiep tu nhan tan loc,0
37586,dgd thu,0
40015,dtb le truong sa,0
54653,nha khoa son,0
7480,le duy thao,1
43512,cntam,0
5852,le van phuong,1
7129,vu minh anh,1
38652,dt tran bich quyen,0
7285,vu van quy,1
31174,cong ty tnhh mot thanh vien xay dung - thuong mai huy hoang dak nong,0
15849,nguyen phuong anh,1
16721,pham vo hoai thong,1
35573,cn quy,0
47156,thanh,0
23831,hoang dang tan phat,1
19893,nguyen bao minh,1
33661,dntn  anh dao,0
56767,quang,0
3754,vo tien duyen,1
959,bui minh tai,1
58720,ho kinh an nam,0
52801,phong kham bao thai,0
35617,cn anh hoang,0
8406,diep vuong thinh,1
45903,dgdcao bao le,0
719,le phu thanh,1
25290,hoang nhat hoa,1
9054,nguyen van thong,1
41889,cafele an khe,0
34356,cty tnhh thuong mai dich vu am thanh anh sang thanh quang,0
43417,cnbich chau,0
54581,nha khoa nguyen anh thy,0
35796,cn pham thanh quoc,0
41162,quan,0
4805,duong chi an,1
29461,cong ty tnhh cheong woon vina,0
1501,tran minh thanh,1
49722,ho kinh doanh nguyen anh thai,0
45637,dgdluu bich nga,0
33640,cong ty tnhh xay dung thuong mai hop phat,0
27115,cty tnhh thuong mai dich vu toan gia phat,0
33157,cong ty tnhh thuong mai san xuat dac loi,0
25381,huynh tri dung,1
28055,cong ty co phan san xuat thuong mai phu khang,0
34754,cong ty tnhh lien doanh thanh nien xung phong - son my,0
19303,pham van ngoc,1
13959,ho ngoc tai,1
58897,ho kinh vo ba ky,0
26948,dntn tram thuy tien,0
11866,le ngoc tam,1
38436,dt nguyen vu ngoc quyen,0
33689,cty tnhh thuong mai dich vu phu long,0
22546,nguyen duc thinh,1
9538,le tien tai,1
52875,phong kham vo duc thao,0
6181,duong thanh thanh,1
4133,vu hong hoang,1
19421,duong manh chinh,1
44705,dgdly quoc quyen,0
54607,nha khoa anh vu,0
12896,nguyen dinh le son,1
32544,cn cong ty co phan thuong mai xang dau phu thanh tai hai duong,0
18746,huynh thai duong,1
5653,tran thi minh thang,1
56902,truong dai hoc bich quyen,0
55172,thuan,0
9945,luong van thang,1
28647,xi nghiep xay dung so 2,0
32322,cong ty co phan benh vien da khoa quoc te an lanh,0
29904,xi nghiep xay xat che bien luong thuc so 2,0
20818,tran huu phuc,1
33223,cty tnhh xay dung thuong mai san xuat minh quan,0
21450,nguyen phuong bang,1
6608,huynh huu thong,1
40736,pk le bao an,0
7918,nguyen chi an,1
10611,nguyen duc thong,1
9246,bui trung sanh,1
58249,co so thu muaba truc,0
44645,cbtran chi bao,0
20086,truong minh khoa,1
22113,duong trung son,1
2072,pham minh bao,1
52281,dien thoai cao son,0
54620,nha khoa anh son,0
8052,phan xuan bao,1
58001,co so thu muanguyen thi nhu quynh,0
50957,cua hang phan cat linh,0
31482,dntn nguyen khoa tam,0
53060,phong kham chi anh,0
810,ly quoc son,1
47355,dlpham cao phong,0
30878,cong ty tnhh hung phat,0
14942,pham thi nhu bao,1
38911,dt nguyen bao quynh,0
56364,tap hoa truong nguyen tien thanh,0
57674,co so bich van,0
4415,le ha xuan an,1
7214,dang xuan thang,1
20703,le xuan thinh,1
16732,pham vo hoai thu,1
40854,pk bang tam,0
21234,nguyen manh hoang,1
21150,vo thuy anh thu,1
6233,duong thanh anh,1
39392,tai,0
12757,tran van phuong,1
6389,huynh le tan son,1
30536,dntn vinh hung,0
7346,vu van thanh,1
7986,phan xuan thanh,1
19295,ho thanh phong,1
14453,nguyen ngoc lan son,1
27481,cong ty tnhh mot thanh vien thong nhat,0
51175,noi that vo ba ky,0
8531,dinh xuan thong,1
33309,cty tnhh thuong mai dich vu hoang khai,0
1346,vo hoang son,1
33537,chi nhanh cty tnhh phat trien chan nuoi peter hand ha noi,0
2256,nguyen minh son,1
7965,phan xuan tai,1
20493,vo phuong tuan,1
54388,hoi dong huong bao tran,0
35916,cn thai,0
22751,le doan dai loc,1
12614,phan khanh sang,1
32748,cty tnhh thuong mai dich vu du lich tu thanh dat,0
17684,le tuan vuong,1
15761,nguyen phuong tam,1
38854,dt le binh thuan,0
42089,cafeba thinh,0
21284,dinh thanh tung,1
14991,nguyen cong tai,1
11819,huynh thi kim anh,1
55115,nha khoa khiem,0
29021,vp luat su nguyen phuc ky,0
1929,truong trong anh,1
4782,duong chi hop,1
41328,dccdvvtld vu thi phuong,0
21165,tran huu thuan,1
4266,nguyen minh anh,1
56420,tap hoa truong nguyen cong thanh,0
6053,vu thi hoai thanh,1
41899,quyen,0
59643,quay thuoc nguyen ngoc phuong,0
16741,pham vo hoai an,1
31321,chi nhanh cty tnhh dich vu kim,0
47154,dldang xuan thanh,0
46017,dgdthuy,0
44173,son,0
16920,nguyen hai son,1
14662,nguyen thanh hop,1
6477,huynh le tan an,1
58322,co so thu muavu bich san,0
56511,tap hoa truong nguyen ngoc hoai thu,0
10383,dao van thuc,1
6779,nguyen ngoc son,1
33918,ch thanh dung,0
54997,thanh,0
24190,nguyen van vuong,1
13085,nguyen quoc thien,1
28001,cty tnhh mtv thuong mai xay dung dat duc,0
12754,tran van quan,1
29168,cong ty trach nhiem huu han quang cao anh sang,0
56121,tan,0
37079,dgd nguyen anh tai,0
55634,quan ruou dang van thang,0
1437,tran minh quan,1
17194,nguyen huu viet long,1
35328,ch binh nguyen,0
1836,truong trong sanh,1
31806,cty tnhh giai phap phan mem doanh nghiep tich hop,0
14,nguyen thi nhu quan,1
4932,pham thanh bao,1
36296,cb son,0
34396,dn co khi tan hung,0
24824,hoang xuan sang,1
20169,tran thai phu,1
59002,ho kinh tran bao chan,0
9612,le tien bao,1
4074,vu hong tai,1
31878,cn-cty tnhh ngoc han tai dong thap,0
50229,ho kinh doanh thuy,0
15123,vo nguyen minh suong,1
57619,co so vu bao giang,0
48718,pknguyen bao ngoc,0
38068,dgd phan bao tin,0
52326,dien thoai huynh cam thao,0
20157,nguyen ngoc thanh huy,1
42829,chluu bich nga,0
58443,co so thu muathang,0
29388,cong ty tnhh phuong hoang nhan,0
52545,phong kham nguyen bich chau,0
2785,nguyen vu truong thanh,1
34344,cty tnhh dau tu xay dung thuong mai dai hoang da,0
59080,ho kinh vu bich van,0
26628,cty tnhh giai phap nang luong moi,0
54793,nha khoa suong,0
51711,dien thoai nguyen xuan sang,0
45787,thanh,0
44689,dgdnguyen an nguyen,0
9047,nguyen van thanh,1
33557,cty tnhh do choi tre em phuc hung xanh,0
5573,do minh thuc,1
41942,cafeanh khai,0
41417,dccdvvtld le bach du,0
39722,dl chi anh,0
31041,cty tnhh mot thanh vien thanh son,0
53949,hoi dong huong nguyen bich chau,0
48483,tai,0
13201,le nguyen thuy thanh,1
15485,huynh tuan quan,1
32291,dntn khach san thai duong,0
23982,hoang trung luc,1
18400,nguyen truong thanh tam,1
36125,cn pham quang thong,0
13444,nguyen vuo lam thai,1
34107,cong ty tnhh mot thanh vien tin hoa nhat viet,0
6390,huynh le tan son,1
19329,nguyen huy tuan,1
50569,cua hang bao bao,0
35177,ch huynh bich thao,0
14822,pham thi nhu phuong,1
20336,doan duy thanh,1
36402,son,0
20658,vo phuong danh,1
4412,le ha xuan bao,1
53341,tam,0
47605,dtbson,0
15861,nguyen huy quan,1
54359,hoi dong huong cao nguyen,0
57055,truong dai hoc binh dat,0
48139,dtbche phuong,0
8790,nguyen tien thinh,1
56755,truong dai hoc bich chau,0
36670,cb bach lien,0
57201,thinh,0
51824,dien thoai son,0
1092,nguyen ngoc than,1
21963,nguyen minh tien,1
6001,vu thi hoai son,1
19152,huynh thai hoang,1
5062,le truong bao,1
46074,dtle hoang quan,0
56681,truong dai hoc phan duy quoc,0
9869,nguyen cong anh,1
37223,sang,0
18159,nguyen the anh,1
42670,chsanh,0
13788,huynh tuan son,1
35094,ch pham thanh quoc,0
35211,ch vu bao lam,0
46801,dlan khe,0
21599,ho ky khoa,1
46410,dthuynh le tan tai,0
56152,tap hoa truong pham ba tung,0
38777,dt bui bao toan,0
34221,cty tnhh dich vu quang cao long van,0
23068,nguyen quang hieu,1
39913,dtb anh tung,0
51418,noi that bich nha,0
55083,nha khoa bao tram,0
34444,trung tam do dac ban do khu vuc dbscl,0
13273,nguyen ngoc quyen,1
44559,cbcao son,0
24495,nguyen vinh truong,1
11791,huynh thi kim thuan,1
50300,cua hang nguyen echam samuel,0
49250,dccdvvtldbich van,0
49887,tai,0
33597,dntn thuong mai dich vu thiet bi y te  tham tuoi,0
41017,pk nguyen bao quynh,0
52648,phong kham bich nga,0
1097,nguyen ngoc thang,1
29454,cong ty tnhh long soan,0
54295,thanh,0
10038,cao ba si,1
13637,nguyen hoa an,1
49896,ho kinh doanh bich san,0
55978,tap hoa truong phan anh thi,0
47411,dlhuynh chan hung,0
46691,dtkhiem,0
32171,cong ty tnhh sx-tm-xnk ha van minh,0
57498,co so ba loc,0
25781,dntn thien phu,0
54990,thanh,0
7698,tran tat si,1
10116,cao ba anh,1
53001,phong kham nguyen ngoc hoai thu,0
45350,dgddo,0
59593,quay thuoc le bich ha,0
6890,doan thanh quynh,1
24080,nguyen thi huyen,1
35558,cn nguyen echam samuel,0
45703,tai,0
59375,ho kinh pham cong thuong,0
16345,nguyen le phu truong,1
30417,cty tnhh may xuat khau va thuong mai trieu tan,0
16182,chau viet thao,1
58632,co so thu muasinh,0
2986,tran minh bang,1
7205,dang xuan thanh,1
20985,pham minh phat,1
41397,dccdvvtld bui bich lam,0
47245,dldam van thien,0
29501,doanh nghiep tu nhan bach tung,0
60067,quay thuoc chieu duong,0
46482,thang,0
32157,cong ty co phan phat trien truyen thong htc viet nam,0
35470,ch le cat uy,0
4845,pham thanh tai,1
54480,hoi dong huong nguyen chi cong,0
49583,ho kinh doanh le an binh,0
34055,dinh t thu loc,0
16091,pham hong an,1
9216,vo duc an,1
37985,dgd huynh bich thao,0
36362,cb anh dao,0
10045,cao ba tai,1
17244,nguyen hong phong,1
53047,phong kham chieu duong,0
35724,cn le ba cuong,0
32787,cty tnhh thuong mai dich vu nhu anh,0
56046,tap hoa truong bich chieu,0
7688,tran tat son,1
23277,vo duy tuan,1
23024,ky hoai nam,1
14770,vu minh thinh,1
18472,pham vu thanh thong,1
51334,noi that bao huynh,0
38827,dt nguyen bach yen,0
13050,nguyen quoc tam,1
27894,cty tnhh duoc pham 204 chi nhanh tai vinh phuc,0
52868,phong kham nguyen van thanh,0
57242,truong dai hoc thu,0
53367,phong kham da khoa ngo vu sang,0
31394,dntn xd - tm mai minh nhat,0
14815,vu minh an,1
11766,huynh thi kim thanh,1
47603,dtbvu ban mai,0
43026,chnguyen tien thanh,0
2281,nguyen minh thanh,1
57756,thang,0
2137,vo thanh thang,1
18669,dang thi ngoc loan,1
1207,bui duy quoc,1
57290,truong dai hoc nguyen dinh le thuan,0
18665,truong thien toan,1
53096,quan,0
56387,thao,0
23242,lam nguyen thi huyen tran,1
12996,nguyen dinh le bang,1
21490,do kim phuong,1
22416,nguyen phuc thanh hung,1
59001,ho kinh bich phuong,0
7677,tran tat quan,1
47955,dtbthanh,0
56974,truong dai hoc vu bich van,0
34439,cty ton  viet - uc,0
49731,ho kinh doanh tran minh sang,0
9976,luong van thuong,1
17273,ha thi minh phuong,1
5902,le van than,1
30718,dntn  108,0
6407,huynh le tan quoc,1
32803,chi nhanh dia oc mekong chi nhanh hau giang,0
22497,pham nguyen vinh quang,1
5104,luu nguyen quoc phuong,1
6658,nguyen anh si,1
27574,cong ty tnhh est,0
32353,cong ty tnhh thuong mai va dich vu tong hop phuong hoa,0
44144,cbson,0
37436,dgd bui binh nguyen,0
17,nguyen thi nhu phuong,1
29204,cty tnhh thuong mai dich vu ot do,0
10655,nguyen duc an,1
1771,nguyen vu ngoc thong,1
48136,dtbnguyen cao truong,0
10328,dao van thanh,1
20393,nguyen van cuong,1
16192,chau viet thanh,1
20958,dinh xuan lap,1
14071,tran the tam,1
16280,nguyen le phu son,1
2356,nguyen viet sanh,1
44606,cbthu,0
11301,ho quang anh,1
26569,cong ty tnhh kim dai phat,0
26576,hop tac xa van tai va dich vu phat trien nong thon am ha,0
25422,nguyen pham hoai an,1
54880,nha khoa bich dao,0
22182,nguyen tien phat,1
42613,chnguyen ngoc son,0
33899,cty co phan hoa my pham viet phap,0
4307,le ha xuan phuong,1
21099,bui ngoc tai,1
4576,bui anh son,1
9156,vo duc thanh,1
3076,nguyen trung thinh,1
44016,cbnguyen anh chi,0
44278,tai,0
21997,bui quoc ty,1
59025,ho kinh vu thi hoai son,0
45415,dgdquan,0
2381,nguyen viet tai,1
51786,dien thoai pham anh khoi,0
31787,cty tnhh dich vu tu van dao tao nhat nghe tinh,0
14330,nguyen khac bao son,1
20939,le anh duong,1
3793,phan duc son,1
54566,nha khoa tran anh duy,0
55668,quan ruou dam bach van,0
55980,tap hoa truong quoc,0
42951,thanh,0
43390,cnvu anh son,0
59427,quay thuoc samuel,0
4734,duong chi thai,1
